row_id,client_orderid,client_custid,client_prodid,cases_ordered,units_ordered,cases_inven,units_inven,discount,discount_flag,order_date,delivery_date,pc_count
328,11213,4,474,3,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
330,11213,4,475,2,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
333,11213,4,487,0,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
336,11213,4,500,2,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
338,11213,4,501,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
341,11213,4,510,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
346,11213,4,513,2,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
349,11213,4,539,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
352,11213,4,542,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
355,11213,4,544,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
356,11213,4,545,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
359,11213,4,547,2,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
362,11213,4,548,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
369,11213,4,558,0,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
371,11213,4,562,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
374,11213,4,573,1,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
378,11213,4,583,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
381,11213,4,588,1,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
385,11213,4,591,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
387,11213,4,603,5,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
392,11213,4,680,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
396,11213,4,687,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
398,11213,4,688,8,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
401,11213,4,746,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
405,11213,4,747,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
408,11213,4,749,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
411,11213,4,753,0,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
412,11213,4,793,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
415,11213,4,800,0,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
420,11213,4,802,1,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
421,11213,4,846,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
426,11213,4,868,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
427,11213,4,893,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
431,11213,4,905,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
433,11213,4,916,0,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
437,11213,4,928,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
439,11213,4,929,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
444,11213,4,969,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
446,11213,4,970,0,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
449,11213,4,1023,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
453,11213,4,1051,2,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
456,11213,4,1055,4,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
459,11213,4,1059,0,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
460,11213,4,1075,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
464,11213,4,1105,7,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
466,11213,4,1115,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
474,11213,4,1117,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
477,11213,4,1136,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
483,11213,4,1211,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
485,11213,4,1230,0,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
488,11213,4,1236,0,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
490,11213,4,1316,0,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
495,11213,4,1336,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
500,11213,4,1344,0,0,0,0,0.0,0,2018-08-14,2018-08-14,2.0
504,11213,4,1346,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
505,11213,4,1347,1,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
513,11213,4,1350,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
516,11213,4,1361,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
517,11213,4,1377,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
520,11213,4,1379,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
524,11213,4,1403,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
527,11213,4,1411,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
529,11213,4,1458,0,0,0,0,0.0,0,2018-08-14,2018-08-14,0.0
532,11213,4,1459,0,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
535,11213,4,1464,0,0,0,0,0.0,0,2018-08-14,2018-08-14,1.0
0,11221,4,6,1,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
4,11221,4,7,1,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
7,11221,4,18,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
11,11221,4,22,10,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
15,11221,4,24,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
18,11221,4,25,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
22,11221,4,26,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
24,11221,4,30,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
28,11221,4,32,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
32,11221,4,33,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
35,11221,4,34,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
42,11221,4,41,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
46,11221,4,58,6,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
50,11221,4,59,18,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
56,11221,4,61,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
57,11221,4,62,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
61,11221,4,64,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
64,11221,4,66,4,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
66,11221,4,67,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
70,11221,4,68,4,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
82,11221,4,72,3,0,0,0,0.0,1,2018-08-16,2018-08-16,2.0
86,11221,4,73,7,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
87,11221,4,74,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
91,11221,4,75,9,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
95,11221,4,76,9,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
96,11221,4,82,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
101,11221,4,83,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
103,11221,4,89,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
106,11221,4,91,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
109,11221,4,94,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
113,11221,4,96,4,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
115,11221,4,98,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
118,11221,4,103,10,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
122,11221,4,104,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
125,11221,4,105,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
127,11221,4,113,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
131,11221,4,114,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
132,11221,4,116,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
135,11221,4,117,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
139,11221,4,119,8,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
141,11221,4,121,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
144,11221,4,122,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
148,11221,4,123,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
150,11221,4,125,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
155,11221,4,128,4,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
156,11221,4,130,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
160,11221,4,131,4,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
163,11221,4,133,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
166,11221,4,138,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
168,11221,4,141,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
174,11221,4,145,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
179,11221,4,146,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
181,11221,4,147,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
183,11221,4,148,2,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
190,11221,4,150,52,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
194,11221,4,151,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
197,11221,4,160,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
198,11221,4,161,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
201,11221,4,162,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
205,11221,4,164,3,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
207,11221,4,166,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
210,11221,4,185,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
214,11221,4,186,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
217,11221,4,196,1,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
222,11221,4,207,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
225,11221,4,228,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
228,11221,4,230,1,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
231,11221,4,243,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
234,11221,4,245,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
237,11221,4,256,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
239,11221,4,257,4,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
243,11221,4,258,30,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
247,11221,4,259,52,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
248,11221,4,260,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
251,11221,4,275,36,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
257,11221,4,297,1,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
261,11221,4,312,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
263,11221,4,325,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
266,11221,4,344,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
269,11221,4,351,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
274,11221,4,363,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
275,11221,4,365,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
279,11221,4,366,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
283,11221,4,367,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
288,11221,4,379,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
290,11221,4,384,18,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
294,11221,4,386,50,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
297,11221,4,388,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
299,11221,4,416,8,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
302,11221,4,417,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
306,11221,4,420,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
310,11221,4,439,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
311,11221,4,446,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
314,11221,4,465,6,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
318,11221,4,468,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
320,11221,4,470,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
325,11221,4,471,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
326,11221,4,474,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
331,11221,4,475,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
332,11221,4,487,1,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
337,11221,4,500,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
339,11221,4,501,9,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
343,11221,4,510,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
344,11221,4,513,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
347,11221,4,539,8,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
351,11221,4,542,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
353,11221,4,544,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
358,11221,4,545,4,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
361,11221,4,547,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
364,11221,4,548,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
370,11221,4,558,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
372,11221,4,562,1,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
375,11221,4,573,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
377,11221,4,583,2,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
380,11221,4,588,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
383,11221,4,591,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
388,11221,4,603,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
393,11221,4,680,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
397,11221,4,688,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
400,11221,4,746,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
403,11221,4,747,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
406,11221,4,749,0,0,0,0,0.0,0,2018-08-16,2018-08-16,0.0
409,11221,4,753,2,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
413,11221,4,793,4,0,0,0,0.0,0,2018-08-16,2018-08-16,2.0
417,11221,4,800,0,0,0,0,0.0,0,2018-08-16,2018-08-16,1.0
